CustomerID,CustomerName,Segment,Region,City,JoinDate
CUST00889,Customer 889,Home Office,East,Philadelphia,2022-07-07
CUST00890,Customer 890,Corporate,East,Philadelphia,2022-01-02
CUST00891,Customer 891,Corporate,West,Seattle,2024-03-03
CUST00892,Customer 892,Corporate,East,New York,2024-10-07
CUST00893,Customer 893,Consumer,Central,Houston,2022-05-23
CUST00894,Customer 894,Consumer,East,Philadelphia,2024-03-23
CUST00895,Customer 895,Corporate,West,San Francisco,2022-10-24
CUST00896,Customer 896,Consumer,South,Atlanta,2023-05-18
CUST00897,Customer 897,Corporate,Central,Chicago,2023-05-31
CUST00898,Customer 898,Home Office,West,Los Angeles,2024-04-02
CUST00899,Customer 899,Consumer,South,Miami,2024-06-14
CUST00900,Customer 900,Corporate,Central,Dallas,2021-06-25
